product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
M330 Silent Plus (Green),Mice,25.99,179,419,Logitech,,338,6/17/2020,green,10889.81
Luxe (Gray),Watches,129.95,0,149,Fitbit,8.5,121,10/6/2021,gray,19362.55
2-Slice Toaster (Gray),Kitchen,49.99,0,782,KitchenAid,8.5,628,1/31/2024,gray,39092.18
"OLED CX (55"", Gray frame)",TVs,1399,0,586,LG,9.2,464,2/14/2020,gray,819814
"Surface Go (256GB, Red)",Tablets,549.99,0,508,Microsoft,8.5,412,5/14/2023,red,279394.92
MX Master 2S (Purple),Mice,75,87,430,Logitech,8.75,338,8/30/2025,purple,32250
Surface Mobile Mouse (Orange),Mice,34.99,349,486,Microsoft,8.5,396,8/20/2020,orange,17005.14
"Surface Go 2 (1TB, Orange)",Tablets,799.99,465,862,Microsoft,8.5,669,3/12/2023,orange,689591.38
"511 Slim Jeans (Purple, M)",Clothing,69.5,0,943,Levi's,8.75,746,8/6/2022,purple,65538.5
"Smash (Purple, EU 39)",Shoes,60,369,261,Puma,8.2,217,12/26/2020,purple,15660
Aerox 5 Wireless (Yellow),Mice,129.99,141,928,SteelSeries,8.75,732,4/15/2022,yellow,120630.72
"SoundTrue Ultra (Wired, Blue)",Headphones,129.95,60,362,Bose,8.75,295,1/31/2025,red,47041.9
"MatePad T8 (256GB, Green)",Tablets,169,99,325,Huawei,7.5,271,11/21/2022,green,54925
Galaxy Fit (Black),Watches,99.99,270,798,Samsung,8.5,644,11/21/2024,black,79792.02
Charge 4 (Black),Watches,129.95,58,357,Fitbit,8.4,275,6/4/2022,black,46392.15
"iPad Pro 11 (2020) (64GB, Black)",Tablets,799,0,213,Apple,9.5,171,8/24/2023,black,170187
Malm Bed Frame (Purple),Furniture,249,0,11,IKEA,8.25,8,2/9/2025,purple,2739
Connect 4 (Purple),Toys,9.99,0,316,Hasbro,8.5,251,1/21/2024,purple,3156.84
"RC Elite (Blue, EU 38)",Shoes,225,258,407,New Balance,8.75,320,12/29/2024,blue,91575
Magic Mouse 2 (Brown),Mice,79,344,309,Apple,8.5,246,9/21/2023,brown,24411
"55R635 (43"", Black frame)",TVs,350,0,157,TCL,8.75,127,10/21/2024,black,54950
Food Processor KFP1466 (Purple),Kitchen,299.99,0,915,KitchenAid,8.75,748,4/10/2025,purple,274490.85
Surface Mobile Mouse (Blue),Mice,34.99,0,921,Microsoft,8.2,726,2/10/2020,blue,32225.79
"Alienware m15 R3 (256GB, Black)",Laptops,1300,467,766,Dell,8.5,607,5/15/2020,black,995800
"Sportswear Club Fleece Joggers (White, XS)",Clothing,50,291,841,Nike,8.75,663,1/23/2024,white,42050
"MacBook Air M2 (2022) (256GB, Orange)",Laptops,1099,51,996,Apple,8.75,799,1/20/2020,orange,1094604
"Iso-Chill Shorts (Black, S)",Clothing,45,262,651,Under Armour,,,10/28/2023,black,29295
Fenix 7 (Orange),Watches,699,5,619,Garmin,9.25,491,5/10/2020,orange,432681
Sculpt Comfort Mouse (Black),Mice,29.99,0,909,Microsoft,8.5,732,6/18/2024,black,27260.91
"Galaxy Tab S7 (512GB, Yellow)",Tablets,749.99,69,558,Samsung,8.8,455,10/6/2025,yellow,418494.42
"Yoga Smart Tab (256GB, Brown)",Tablets,300,0,133,Lenovo,8.5,109,9/24/2020,brown,39900
"50S535 (65"", Brown frame)",TVs,699.99,296,541,TCL,8.75,439,8/15/2025,brown,378694.59
"Bravia A90J (55"", Blue frame)",TVs,1999.99,0,692,Sony,9.3,536,12/17/2020,blue,1383993.08
Aerox 5 Wireless (Green),Mice,139.99,364,990,SteelSeries,8.75,790,2/21/2021,green,138590.1
G-Shock GA2100 (White),Watches,99,0,615,Casio,8.75,484,1/5/2020,white,60885
Computer Desk (Green),Furniture,129.99,430,419,Sauder,8.25,345,12/18/2023,green,54465.81
Operation (Blue),Toys,19.99,490,77,Hasbro,8.45,61,10/10/2022,blue,1539.23
"Legacy Lifter (Yellow, EU 44)",Shoes,200,0,834,Reebok,8.75,687,6/28/2022,yellow,166800
"Evolve2 85 (Wired, Black)",Headphones,249,141,511,Jabra,8.75,405,9/13/2020,red,127239
"Manchester United Home Jersey (Red, S)",Clothing,90,4,810,Adidas,8.75,633,12/20/2023,red,72900
Darcy Sofa (Green),Furniture,549.99,0,161,Ashley Furniture,8.75,119,1/27/2021,green,88548.39
Brilliant Basics Corn Popper (Red),Toys,10.99,0,929,Fisher-Price,8.5,747,8/7/2022,red,10209.71
Precision Brewer (Green),Kitchen,299.95,0,1,Breville,8.75,1,7/11/2025,green,299.95
Transformers Bumblebee (Black),Toys,24.99,32,469,Hasbro,8.75,360,1/14/2023,black,11720.31
"MacBook Air (2019) (512GB, Green)",Laptops,1099,177,905,Apple,8.75,713,12/7/2021,green,994595
Mamba Elite (Brown),Mice,89.99,63,292,Razer,8.75,240,11/24/2020,brown,26277.08
"P20 (512GB, Purple)",Smartphones,749,0,844,Huawei,8.5,666,10/25/2023,purple,632156
Three Posts Reistville Panel Bed (Red),Furniture,250,396,457,Wayfair,8.5,375,10/13/2024,red,114250
"65PUS8504 (55"", Brown frame)",TVs,700,417,631,Philips,8.5,495,11/24/2020,brown,441700
PS TV (Blue),Gaming Consoles,99.99,346,920,Sony,8.5,729,2/9/2023,blue,91990.8
G Pro Wireless (White),Mice,129.99,0,814,Logitech,9.25,648,11/19/2024,white,105811.86
PSP (Brown),Gaming Consoles,120,71,50,Sony,8.75,39,9/8/2024,brown,6000
"Workout Plus (Gray, EU 42)",Shoes,85,0,444,Reebok,8.5,351,11/6/2023,gray,37740
G-Shock GA700 (White),Watches,99,440,812,Casio,7.5,658,6/9/2024,white,80388
"Originals Trefoil Hoodie (Orange, L)",Clothing,65,262,692,Adidas,8.75,569,4/25/2025,orange,44980
"Yoga Slim 7 (512GB, Red)",Laptops,950,369,25,Lenovo,8.75,22,7/31/2024,red,23750
"Galaxy Tab S7 FE (64GB, Brown)",Tablets,449.99,0,479,Samsung,7.8,367,11/22/2023,brown,215545.21
Sorry! (Brown),Toys,9.99,0,825,Hasbro,8.5,659,6/18/2023,brown,8241.75
"5-Series S546 (65"", Gray frame)",TVs,699,340,60,TCL,8.45,52,3/13/2021,gray,41940
Porter Panel Bed (Red),Furniture,500,0,647,Ashley Furniture,8.5,513,8/30/2024,red,323500
"iPhone 13 (128GB, White)",Smartphones,699,235,860,Apple,9.2,713,3/13/2025,white,601140
"iPhone X (512GB, Green)",Smartphones,999,245,12,Apple,8.75,11,4/20/2025,green,11988
"4-Series 55S435 (50"", Green frame)",TVs,299.99,0,411,TCL,7.8,322,7/26/2022,green,123295.89
Pico (Purple),Gaming Consoles,100,0,671,Sega,7.5,531,10/24/2021,purple,67100
"Bravia X950H (65"", Black frame)",TVs,1199,325,489,Sony,8.75,403,3/13/2025,black,586311
"Galaxy S20 (512GB, Brown)",Smartphones,1199,0,140,Samsung,8.75,117,11/16/2022,brown,167860
Master Prep Professional (Brown),Kitchen,49.99,363,87,Ninja,8.75,67,7/4/2020,brown,4349.13
Natural Ergonomic Keyboard 4000 (Gray),Keyboards,49.99,0,599,Microsoft,8.5,466,8/26/2025,gray,29944.01
Cottage Road Coffee Table (White),Furniture,150,423,168,Sauder,8.25,134,6/15/2021,white,25200
"ThinkPad X1 Carbon (7th Gen) (256GB, Red)",Laptops,1100,0,39,Lenovo,8.75,30,6/21/2023,red,42900
Edge Water Computer Desk (Green),Furniture,200,296,717,Sauder,8.5,553,8/1/2024,green,143400
"Galaxy Tab Active3 (256GB, Red)",Tablets,650,270,473,Samsung,8.25,395,6/10/2025,red,307450
7800 (Green),Gaming Consoles,199.99,54,320,Atari,8.75,269,3/23/2020,green,63996.8
Technic Bugatti Chiron (42083) (Green),Toys,349.99,483,124,LEGO,9.45,107,10/5/2020,green,43398.76
Bluetooth Keyboard (Brown),Keyboards,49.99,498,972,Microsoft,8.75,773,8/4/2021,blue,48590.28
Monster Jam RC (Gray),Toys,79.99,69,275,Spin Master,8.5,233,3/26/2023,gray,21997.25
"Rox Wireless (Wired, Orange)",Headphones,79.99,0,737,Jabra,8.4,571,7/18/2020,red,58952.63
"Air Force 1 (Red, EU 42)",Shoes,120,469,364,Nike,8.75,293,5/15/2020,red,43680
"iPad Pro 12.9 (2021) (1TB, White)",Tablets,1799,0,254,Apple,9.55,196,2/2/2021,white,456946
Game Boy Advance (Orange),Gaming Consoles,80,409,220,Nintendo,8.5,169,1/5/2025,orange,17600
Nutri Pro Blender (Green),Kitchen,89.99,216,506,Ninja,8.75,395,2/15/2022,green,45534.94
"Pro Tights (Blue, XXL)",Clothing,65,421,66,Nike,8.75,56,5/5/2020,blue,4290
"Bravia X90J (75"", Black frame)",TVs,2199,0,234,Sony,8.8,185,9/24/2023,black,514566
"Condivo 20 Training Top (Yellow, XXL)",Clothing,60,319,641,Adidas,8.5,498,1/16/2022,yellow,38460
K70 Pro Mini Wireless (Gray),Keyboards,179.99,42,282,Corsair,8.75,231,3/29/2021,gray,50757.18
Surface Keyboard (Brown),Keyboards,99.99,0,435,Microsoft,8.5,340,11/10/2025,brown,43495.65
"65R635 (43"", Red frame)",TVs,449,431,221,TCL,8.75,180,6/19/2025,red,99229
"Surface Go 3 (256GB, Yellow)",Tablets,599,180,995,Microsoft,7.8,798,8/28/2025,yellow,596005
"Cali (Green, EU 46)",Shoes,85,0,219,Puma,8.25,174,11/11/2024,green,18615
"ThinkPad X12 Detachable (64GB, Brown)",Tablets,1200,405,644,Lenovo,8.75,501,5/17/2020,brown,772800
Approach S62 (Purple),Watches,499.99,0,393,Garmin,9.2,316,1/25/2025,purple,196496.07
"Galaxy S22 (128GB, Gray)",Smartphones,699,0,621,Samsung,8.75,487,6/4/2023,gray,434079
"Surface Pro 7+ (256GB, Blue)",Tablets,1199,239,673,Microsoft,8.5,534,5/9/2021,blue,806927
"Cortez (Red, EU 44)",Shoes,90,0,562,Nike,8.75,452,7/6/2025,red,50580
G512 Carbon (Red),Keyboards,99,433,241,Logitech,8.75,200,4/26/2023,red,23859
"AirPods (1st generation) (Wired, Orange)",Headphones,129,0,791,Apple,7.8,627,6/22/2020,red,102039
"CrossFit Nano 9 (White, EU 44)",Shoes,130,390,404,Reebok,8.75,322,3/15/2020,white,52520
"ThinkPad X1 Carbon (7th Gen) (128GB, Green)",Laptops,1200,128,69,Lenovo,8.75,59,3/8/2022,green,82800
"Denim Jacket (Green, M)",Clothing,39.99,236,759,H&M,8.25,601,5/19/2025,green,30352.41
"55OLED806 (75"", Green frame)",TVs,2499,143,568,Philips,8.55,445,7/30/2023,green,1419432
Rubik's Cube (Brown),Toys,9.99,223,815,Spin Master,8.5,660,12/6/2024,brown,8141.85
"721 High Rise Skinny (Black, XS)",Clothing,89.5,441,660,Levi's,,534,11/14/2021,black,59070
"iPad mini (2021) (64GB, Green)",Tablets,499,0,692,Apple,9,572,12/4/2022,green,345308
PSP (White),Gaming Consoles,120,33,330,Sony,8.5,270,5/14/2021,white,39600
Ektorp Sofa (Yellow),Furniture,499,447,339,IKEA,8.3,271,11/12/2020,yellow,169161
K400 Plus (Green),Keyboards,34.99,0,674,Logitech,8.5,553,6/28/2025,green,23583.26
"XPS 13 (9370) (1TB, Black)",Laptops,1299,281,122,Dell,8.7,100,6/25/2023,black,158478
"8 (1TB, Brown)",Smartphones,899,454,366,OnePlus,8.75,298,3/13/2020,brown,329034
G502 HERO (Gray),Mice,49.99,0,253,Logitech,9.25,200,3/18/2021,gray,12647.47
"530 (Black, EU 42)",Shoes,99.99,0,527,New Balance,8.75,419,6/29/2021,black,52694.73
Caper Chair (Red),Furniture,395,298,440,Herman Miller,8.75,358,2/28/2024,red,173800
"Galaxy S21 (128GB, Blue)",Smartphones,699,182,88,Samsung,8.75,74,9/1/2025,blue,61512
"Basic Hoodie (Blue, XXL)",Clothing,34.99,416,616,H&M,7.8,486,12/15/2025,blue,21553.84
Saturn (Green),Gaming Consoles,120,371,637,Sega,8.5,483,3/21/2021,green,76440
Wireless Mouse 900 (Red),Mice,24.99,140,46,Microsoft,8.5,39,6/18/2024,red,1149.54
"Pleated Skirt (Yellow, XL)",Clothing,29.99,120,93,H&M,7.85,72,3/13/2021,yellow,2789.07
KSB1570ER 5-Speed Blender (Green),Kitchen,99.99,117,79,KitchenAid,8.75,58,6/1/2021,green,7899.21
"10 Pro (512GB, Brown)",Smartphones,849,0,835,OnePlus,8.75,650,12/12/2023,brown,708915
"MacBook Pro 14 (2021) (128GB, Black)",Laptops,1999,0,652,Apple,9.25,501,2/11/2021,black,1303348
"Tiro 21 Track Pants (Orange, XL)",Clothing,50,320,568,Adidas,8.75,438,2/2/2024,orange,28400
"Galaxy Tab S5e (64GB, Orange)",Tablets,350,0,514,Samsung,8.5,410,12/4/2020,orange,179900
Venu (Red),Watches,299.99,265,772,Garmin,,634,3/15/2025,red,231592.28
Little People School Bus (Green),Toys,14.99,147,861,Fisher-Price,9.15,697,4/4/2020,green,12906.39
"Club C 85 (Black, EU 40)",Shoes,85,335,154,Reebok,8.5,118,11/21/2024,black,13090
Barista Express (Blue),Kitchen,699.95,306,312,Breville,9.2,253,10/5/2025,blue,218384.4
Cottage Road Coffee Table (Brown),Furniture,150,375,44,Sauder,,39,4/23/2020,brown,6600
"Sport Earbuds (Wireless, Red)",Headphones,179,439,750,Bose,9.2,591,5/28/2021,red,134250
Cold Brew Coffee Maker (Black),Kitchen,89.99,11,805,KitchenAid,8.75,658,3/30/2023,black,72441.95
"Gazelle (White, EU 38)",Shoes,85,162,585,Adidas,,483,8/26/2021,white,49725
Rubik's Cube (Blue),Toys,9.99,128,234,Spin Master,8.47,196,5/22/2023,blue,2337.66
Basilisk V3 (White),Mice,69.99,1,741,Razer,8.75,579,6/17/2024,white,51862.59
"70PUS8505 (75"", Red frame)",TVs,1200,490,566,Philips,8.5,460,1/6/2024,red,679200
"Bravia A8H (65"", Yellow frame)",TVs,1999,95,256,Sony,,198,11/9/2020,yellow,511744
5-Shelf Bookcase (Brown),Furniture,130,133,198,Sauder,8.5,164,10/30/2025,brown,25740
"Redmi Note 9 (1TB, White)",Smartphones,399,0,563,Xiaomi,8.3,436,1/31/2025,red,224637
Kinetic Sand (Green),Toys,10.99,440,758,Spin Master,8.75,618,1/28/2024,green,8330.42
Sense (Red),Watches,299.95,331,494,Fitbit,8.75,396,12/17/2020,red,148175.3
"ExpertBook B9 (128GB, Orange)",Laptops,1500,375,827,Asus,8.75,672,1/8/2020,orange,1240500
Xbox 360 Arcade (Blue),Gaming Consoles,199.99,0,881,Microsoft,7.5,711,9/4/2024,blue,176191.19
Wired Keyboard 600 (Gray),Keyboards,19.99,426,825,Microsoft,8.5,666,5/29/2020,red,16491.75
Xbox 360 Arcade (Orange),Gaming Consoles,99.99,99,334,Microsoft,7.8,264,4/26/2022,orange,33396.66
"8-Series Q825 (65"", Black frame)",TVs,1099,290,458,TCL,8.3,373,5/9/2024,black,503342
BlackWidow Lite (Orange),Keyboards,89.99,0,82,Razer,8.6,59,1/15/2020,black,7379.18
Sense (Brown),Watches,299.95,0,215,Fitbit,8.75,177,2/12/2023,brown,64489.25
"Zoom Freak 3 (Black, EU 38)",Shoes,120,477,21,Nike,8.75,20,10/25/2025,black,2520
"Faux Leather Biker Jacket (Orange, L)",Clothing,49.99,224,778,H&M,7.75,623,3/13/2021,orange,38892.22
"Iso-Chill Shorts (Brown, XS)",Clothing,35,356,644,Under Armour,8.5,511,2/7/2021,brown,22540
MX Master 3 (Blue),Mice,99.99,162,310,Logitech,9.2,251,12/15/2024,blue,30996.9
"Galaxy Tab S7 FE (1TB, Orange)",Tablets,799,0,572,Samsung,8.5,454,6/4/2020,orange,457028
"AirPods (3rd generation) (Wireless, Gray)",Headphones,169,0,776,Apple,8.75,636,3/20/2023,gray,131144
USB Mouse (Yellow),Mice,29.99,326,730,Apple,8.3,579,9/15/2025,yellow,21892.7
"Mi 11 (64GB, Green)",Smartphones,400,204,438,Xiaomi,8.5,332,5/15/2021,green,175200
"Bravia X900H (65"", Yellow frame)",TVs,1099.99,195,357,Sony,8.75,271,1/1/2023,yellow,392696.43
"RS-X3 (Blue, EU 39)",Shoes,110,0,267,Puma,8.25,203,11/19/2024,blue,29370
"iPad Pro 12.9 (2021) (512GB, Green)",Tablets,1299,343,900,Apple,9.2,699,3/3/2025,green,1169100
"6T (64GB, Gray)",Smartphones,299,0,51,OnePlus,8.5,44,5/31/2020,gray,15249
Aerox 5 Wireless (Gray),Mice,119.99,438,674,SteelSeries,8.75,544,11/17/2023,gray,80873.26
Viva (Green),Kitchen,129.99,0,535,Instant Pot,8.75,436,10/23/2020,green,69544.65
Watch Series 7 (Brown),Watches,399,430,906,Apple,9.2,721,10/9/2020,brown,361494
Watch Series 4 (Black),Watches,399,0,665,Apple,8.75,535,5/4/2023,black,265335
"Smash (Black, EU 46)",Shoes,60,0,875,Puma,8.5,712,5/18/2020,black,52500
BlackWidow Elite (Red),Keyboards,129.99,0,604,Razer,8.75,474,10/27/2020,red,78513.96
Classic Brick Set (10717) (Orange),Toys,49.99,86,496,LEGO,9.2,381,3/15/2021,orange,24795.04
"Surface Pro 8 (256GB, Brown)",Tablets,1099.99,0,734,Microsoft,,,5/28/2024,brown,807392.66
"MacBook Pro 16 (2021) (128GB, Yellow)",Laptops,2399,55,304,Apple,8.75,248,6/8/2023,yellow,729296
"P30 (128GB, Purple)",Smartphones,350,218,728,Huawei,8,577,5/11/2024,purple,254800
Xbox (Blue),Gaming Consoles,299.99,461,292,Microsoft,8.75,236,2/5/2021,blue,87597.08
"ThinkBook 15 (64GB, Black)",Laptops,1200,0,297,Lenovo,8.5,239,2/8/2021,black,356400
Apex Raw (Gray),Keyboards,129.99,250,846,SteelSeries,8.65,698,4/3/2021,gray,109971.54
Mercury Row Merwin TV Stand (Orange),Furniture,250,0,869,Wayfair,8.75,684,10/15/2023,orange,217250
G-Shock DW5600 (Gray),Watches,100,266,659,Casio,8.45,520,1/25/2021,gray,65900
"Elite Active 75t (Wireless, Brown)",Headphones,150,478,1000,Jabra,8.75,807,5/27/2025,brown,150000
"iPhone 13 (256GB, White)",Smartphones,899,19,317,Apple,9.3,243,6/9/2024,white,284983
Polly Pocket (Orange),Toys,14.99,333,299,Mattel,8.75,234,1/4/2020,orange,4482.01
Lancehead TE (Yellow),Mice,79.99,0,299,Razer,8.75,249,5/15/2022,yellow,23917.01
Watch Series 6 (Yellow),Watches,399,346,370,Apple,8.75,299,7/18/2024,yellow,147630
Game Boy Advance (Gray),Gaming Consoles,80,54,184,Nintendo,8.5,150,8/18/2022,gray,14720
Jenga (White),Toys,19.99,0,512,Hasbro,8.5,409,8/17/2021,white,10234.88
Paw Patrol Mighty Lookout Tower (Black),Toys,129.99,0,397,Spin Master,8.65,312,5/21/2024,black,51606.03
"Workout Plus (Red, EU 46)",Shoes,80,196,937,Reebok,8.75,730,9/4/2020,red,74960
Watch Series 2 (White),Watches,249,87,279,Apple,8.5,222,7/1/2023,white,69471
Watch Series 8 (Yellow),Watches,399,0,619,Apple,8.6,496,6/27/2023,yellow,246981
Shoal Creek Dresser (Brown),Furniture,250,178,613,Sauder,8.5,500,4/4/2022,brown,153250
Juice Fountain Elite (Yellow),Kitchen,299.95,452,623,Breville,8.75,504,7/31/2024,yellow,186868.85
"Disc Blaze (Orange, EU 46)",Shoes,120,347,245,Puma,8.3,204,3/25/2021,orange,29400
Magic Mouse (Late 2022) (Red),Mice,99,254,243,Apple,8.5,192,7/18/2021,red,24057
"AirPods (1st generation) (Wired, Gray)",Headphones,50,0,787,Apple,7.5,617,5/19/2024,red,39350
Air Fryer XXL (Yellow),Kitchen,249.99,474,175,Philips,9.25,142,9/24/2021,yellow,43748.25
Inspire HR (Blue),Watches,99.95,283,185,Fitbit,8.5,146,8/10/2023,blue,18490.75
"MDR-7506 (Wired, Purple)",Headphones,99.99,0,539,Sony,9.2,413,7/17/2022,red,53894.61
"Momentum 2.0 (Wireless, Purple)",Headphones,300,112,61,Sennheiser,8.75,52,10/26/2020,purple,18300
Flashback Portable (White),Gaming Consoles,49.99,103,839,Atari,7.5,673,12/3/2022,white,41941.61
"IdeaPad Duet Chromebook (512GB, Brown)",Tablets,499,73,961,Lenovo,8.5,756,10/6/2020,brown,479539
Apex 3 (White),Keyboards,49.99,0,3,SteelSeries,8.75,2,1/9/2023,white,149.97
MX Master (Black),Mice,99.99,474,518,Logitech,9.25,424,7/30/2023,black,51794.82
"12 (256GB, Gray)",Smartphones,250,,182,Xiaomi,8.5,141,7/5/2023,gray,45500
"Sherpa Trucker Jacket (Blue, XL)",Clothing,98,276,380,Levi's,8.75,308,9/13/2023,blue,37240
"Stan Smith (Purple, EU 42)",Shoes,100,0,289,Adidas,8.75,230,12/25/2023,purple,28900
DeathAdder Essential (Gray),Mice,30,0,448,Razer,8.5,353,5/1/2023,gray,13440
"Rival Fleece Hoodie (Black, XXL)",Clothing,55,124,561,Under Armour,8.7,458,2/12/2020,black,30855
Mega Drive Mini (Blue),Gaming Consoles,79.99,0,786,Sega,8.75,625,1/28/2020,blue,62872.14
"5-Series S546 (50"", Black frame)",TVs,429.99,0,670,TCL,8.45,527,9/19/2023,black,288093.3
Computer Desk (Brown),Furniture,149.99,437,466,Sauder,8.75,370,8/3/2025,brown,69895.34
"HD 800S (Wireless, Blue)",Headphones,1699,93,17,Sennheiser,9.5,11,9/3/2023,blue,28883
Billy Bookcase (Gray),Furniture,79.99,0,448,IKEA,8.75,358,6/18/2024,gray,35835.52
Huntsman Mini (Blue),Keyboards,129.99,304,78,Razer,8.5,59,9/27/2024,blue,10139.22
G903 Lightspeed (Green),Mice,129.99,0,909,Logitech,9.2,745,5/10/2024,green,118160.91
Apex Raw (Green),Keyboards,200,0,781,SteelSeries,8.75,609,4/5/2021,green,156200
BlackWidow V3 (Blue),Keyboards,139.99,25,504,Razer,8.75,407,2/19/2020,blue,70554.96
Sand & Stable Bar Stool (Black),Furniture,130,327,943,Wayfair,8.5,745,11/17/2024,black,122590
Precision Brewer (Red),Kitchen,299.95,0,790,Breville,9.2,646,8/29/2024,red,236960.5
Laugh & Learn Smart Stages Puppy (Black),Toys,24.99,322,516,Fisher-Price,9.2,413,10/10/2022,black,12894.84
Smart WiFi (Black),Kitchen,89.99,0,43,Instant Pot,8.75,40,2/7/2023,black,3869.57
"Beats Flex (Wireless, Gray)",Headphones,69.99,223,200,Apple,8.5,170,7/14/2024,gray,13998
"WH-1000XM3 (Wired, Purple)",Headphones,199.99,0,657,Sony,8.75,520,8/18/2022,red,131393.43
Nutri Pro Blender (White),Kitchen,139.99,456,82,Ninja,8.8,61,8/26/2025,white,11479.18
K63 Wireless (Orange),Keyboards,89.99,0,566,Corsair,8.5,471,7/23/2023,orange,50934.34
"Galaxy S21 (256GB, Purple)",Smartphones,749,0,873,Samsung,8.9,680,1/14/2022,purple,653877
Xbox One X (Purple),Gaming Consoles,499.99,292,379,Microsoft,8.75,291,8/16/2022,purple,189496.21
"Air Max 90 (Orange, EU 46)",Shoes,120,428,928,Nike,9.2,736,5/25/2022,orange,111360
"Trucker Jacket (Green, M)",Clothing,89.5,387,493,Levi's,8.75,410,2/6/2023,green,44123.5
Sayl Chair (Yellow),Furniture,545,0,956,Herman Miller,8.75,763,7/18/2022,yellow,521020
"Evolve2 65 (Wired, Blue)",Headphones,120,419,934,Jabra,8.75,724,7/27/2021,red,112080
"XPS 15 (9500) (256GB, Yellow)",Laptops,1500,397,403,Dell,8.7,320,1/12/2024,yellow,604500
Viva (White),Kitchen,99.99,348,634,Instant Pot,9,495,3/8/2020,white,63393.66
"Bravia A90J (43"", Yellow frame)",TVs,1299.99,176,221,Sony,9,179,1/9/2021,yellow,287297.79
"UA Rush T-Shirt (Brown, M)",Clothing,45,46,296,Under Armour,8.5,246,9/15/2023,brown,13320
Watch Series 1 (Black),Watches,199,0,838,Apple,7.8,667,5/19/2020,black,166762
MX Master 3 (Gray),Mice,99.99,0,94,Logitech,9.2,76,7/23/2023,gray,9399.06
"ZenBook 14 UX425 (256GB, White)",Laptops,799,78,733,Asus,8.25,582,3/28/2020,white,585667
"3-Stripes Track Jacket (Purple, L)",Clothing,75,131,206,Adidas,8.5,165,6/4/2023,purple,15450
5200 (Orange),Gaming Consoles,49.99,140,756,Atari,7.5,597,10/25/2020,orange,37792.44
"WH-1000XM4 (Wireless, Brown)",Headphones,349.99,102,316,Sony,9.25,258,4/21/2021,brown,110596.84
Versa 2 (Black),Watches,129.95,15,711,Fitbit,8.4,577,5/21/2022,black,92394.45
"Zig Kinetica (Yellow, EU 39)",Shoes,120,164,278,Reebok,8.65,244,4/2/2024,yellow,33360
"XPS 15 (9500) (256GB, White)",Laptops,1500,384,147,Dell,8.75,116,4/6/2021,white,220500
Embody Chair (Green),Furniture,1995,151,686,Herman Miller,9.45,542,6/9/2021,green,1368570
Precision Brewer (Blue),Kitchen,299.95,0,333,Breville,8.75,260,8/23/2025,blue,99883.35
Twister (Green),Toys,19.99,0,64,Hasbro,8.75,47,5/4/2020,green,1279.36
Duo Evo Plus (Red),Kitchen,129.99,325,401,Instant Pot,8.75,323,9/28/2021,red,52125.99
"Galaxy S21 (128GB, Red)",Smartphones,699,205,440,Samsung,8.75,354,9/16/2024,red,307560
PlayStation 1 (Brown),Gaming Consoles,40,415,703,Sony,8.5,551,1/26/2022,brown,28120
Bladen Sofa (Blue),Furniture,400,55,987,Ashley Furniture,8.75,779,10/22/2024,blue,394800
"iPhone 12 (1TB, Blue)",Smartphones,999,0,757,Apple,9.2,594,7/31/2024,blue,756243
Apex Pro Mini (Gray),Keyboards,179.99,136,533,SteelSeries,9.25,422,2/7/2020,gray,95934.67
"iPad (2020) (1TB, Brown)",Tablets,1199,175,572,Apple,8.5,450,1/28/2022,brown,685828
"Blazer Mid '77 (Orange, EU 39)",Shoes,100,0,186,Nike,8.5,145,10/20/2023,orange,18600
"Spectre x360 15 (128GB, Yellow)",Laptops,1200,307,806,HP,8.25,661,7/20/2021,yellow,967200
Bluetooth Keyboard (Gray),Keyboards,59.99,484,6,Microsoft,8.45,6,8/20/2023,blue,359.94
"NanoCell 80 (43"", Yellow frame)",TVs,450,404,727,LG,8.3,576,9/18/2022,yellow,327150
"UHD UM7300 (65"", Brown frame)",TVs,799,0,882,LG,8.75,711,9/4/2024,brown,704718
USB Mouse (Brown),Mice,29.99,0,519,Apple,8.5,410,12/15/2020,brown,15564.81
"iPhone X (64GB, White)",Smartphones,299,135,513,Apple,8.75,409,3/29/2024,white,153387
"P30 (512GB, Brown)",Smartphones,499,186,493,Huawei,8.25,402,10/7/2020,brown,246007
Huntsman Mini (Red),Keyboards,119.99,80,210,Razer,8.75,163,10/29/2023,red,25197.9
"Windrunner Jacket (Yellow, XS)",Clothing,100,0,177,Nike,8.75,144,5/20/2025,yellow,17700
"FC Barcelona Home Jersey (Blue, XXL)",Clothing,90,0,820,Nike,9.45,674,2/8/2020,blue,73800
"Denim Jacket (Yellow, M)",Clothing,39.99,0,222,H&M,7.8,185,11/10/2021,yellow,8877.78
"RS-X3 (Black, EU 46)",Shoes,120,204,842,Puma,8.5,662,12/27/2022,black,101040
Artisan Stand Mixer (Blue),Kitchen,429.99,0,828,KitchenAid,9.2,649,6/22/2024,blue,356031.72
"MDR-7506 (Wired, Gray)",Headphones,99.99,354,487,Sony,9.25,398,4/1/2023,red,48695.13
Food Processor KFP1466 (White),Kitchen,299,211,197,KitchenAid,8.75,149,8/26/2024,white,58903
Mamba Elite (White),Mice,89.99,233,297,Razer,8.75,240,3/1/2022,white,26727.03
Polly Pocket (Blue),Toys,19.99,0,99,Mattel,8.75,81,7/24/2024,blue,1979.01
MX Keys (Red),Keyboards,99.99,0,632,Logitech,9.2,513,10/22/2020,red,63193.68
